State,Program,Service Category,Notes,Total Computable,Federal Share,Federal Share Medicaid,Federal Share ARRA,Federal Share BIPP,State Share,Year,Location
Idaho,Medical Assistance Program,Coinsurance,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Nevada,Administration,Outstationed Eligibility,,0,0,,,,0,2016,"Nevada
(39.491833, -117.070159)"
Minnesota,Medical Assistance Program,T-Mental Health Facility - DSH,,0,0,0,0,0,0,2016,"Minnesota
(46.357661, -94.793397)"
Alabama,Medical Assistance Program,School Based Services,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Utah,Medical Assistance Program,Emergency Services for Undocumented Aliens,,21557265,15141642,15141642,0,0,6415623,2016,"Utah
(39.359772, -111.584173)"
Wisconsin,Medical Assistance Program,T-Increased ACA OFFSET - MCO,,0,0,0,0,0,0,2016,"Wisconsin
(44.395526, -89.834513)"
North Carolina,Medical Assistance Program,T-Total Net Expenditures,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
Alaska,Medical Assistance Program,C-Drug Rebate - National,,-1765482,-1498344,-1498344,0,0,-267138,2016,"Alaska
(64.836661, -147.738891)"
Delaware,Medical Assistance Program,C-Outpatient Mental Health,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
South Carolina,Medical Assistance Program,Private Duty Nursing,,15974742,11354847,11354847,0,0,4619895,2016,"South Carolina
(34.009286, -81.037094)"
Texas,Medical Assistance Program,C-Abortions,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
Guam,Medical Assistance Program,EPSDT Screening,,1055002,674682,674682,0,0,380320,2016,"Guam
(13.3532, 144.653198)"
Iowa,Medical Assistance Program,MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Nevada,Medical Assistance Program,Intermediate Care - Private,,7118734,4619717,4619717,0,0,2499017,2016,"Nevada
(39.491833, -117.070159)"
American Samoa,Medical Assistance Program,T-Nurse Mid-Wife,,0,0,0,0,0,0,2016,American Samoa
Arkansas,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"Arkansas
(34.748745, -92.275105)"
Michigan,Administration,Design Development/Installation of Medicaid Elig. Determ. Sys. – Cost of Private Sec. Contractors,,16974966,15277469,,,,1697497,2016,"Michigan
(44.66399, -84.711206)"
Alaska,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Pennsylvania,Medical Assistance Program,Medicare - Part A,,140623659,73138365,73138365,0,0,67485294,2016,"Pennsylvania
(40.789676, -77.858055)"
New Jersey,Medical Assistance Program,T-Home & Community-Based Services - Reg. Pay. (Waiv),,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Massachusetts,Medical Assistance Program,T-120% - 134% Of Poverty,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
California,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,1911450526,1587286258,1587286258,0,0,324164268,2016,"California
(37.640735, -121.002435)"
Maine,Medical Assistance Program,T-Total Net Expenditures,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Arizona,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,185288819,184305940,184305940,0,0,982879,2016,"Arizona
(34.869712, -111.760902)"
North Dakota,Medical Assistance Program,EPSDT Screening,,4104034,2064851,2064851,0,0,2039183,2016,"North Dakota
(47.475879, -100.121011)"
Kansas,Medical Assistance Program,T-Inpatient Hospital - GME Payments,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Maine,Medical Assistance Program,Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Wyoming,Medical Assistance Program,Other Practitioners Services - Reg. Payments,,19474676,9738766,9738766,0,0,9735910,2016,"Wyoming
(43.23558, -108.110518)"
Idaho,Administration,Mechanized Systems: Private Sector,,1089534,544769,,,,544765,2016,"Idaho
(43.680635, -114.364237)"
New York,Medical Assistance Program,C-Dental Services,,1143906,1006638,1006638,0,0,137268,2016,"New York
(42.826892, -75.544286)"
Montana,Medical Assistance Program,T-Inpatient Hospital - GME Payments,,0,0,0,0,0,0,2016,"Montana
(47.062617, -109.430168)"
Guam,Medical Assistance Program,Outpatient Hospital Services - Sup. Payments,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Virgin Islands,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Arizona,Medical Assistance Program,Medicare - Part B,,252987326,174378164,174378164,0,0,78609162,2016,"Arizona
(34.869712, -111.760902)"
Washington,Medical Assistance Program,C-Inpatient Hospital Services - DSH,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
Kansas,Medical Assistance Program,T-Home & Community Based Services State Plan 1915(k) Community First Choice,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Mississippi,Medical Assistance Program,C-Physician/Surgical,,470997,470997,470997,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Maryland,Medical Assistance Program,Increased ACA OFFSET - Fee for Service,,-74873969,-74873969,-74873969,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
Iowa,Medical Assistance Program,Emergency Services for Undocumented Aliens,,7410202,5977826,5977826,0,0,1432376,2016,"Iowa
(42.46942, -93.815856)"
North Carolina,Medical Assistance Program,Drug Rebate Offset - National,,-985867071,-654427425,-654427425,0,0,-331439646,2016,"North Carolina
(35.47995, -79.180571)"
Pennsylvania,Medical Assistance Program,T-Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
Guam,Medical Assistance Program,C-Nursing Care Services,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Oklahoma,Medical Assistance Program,MCO PIHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Oklahoma
(35.468494, -97.521264)"
Alabama,Medical Assistance Program,T-Home & Community-Based Services - Reg. Pay. (Waiv),,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Arizona,Medical Assistance Program,Physician & Surgical Services - Vaccine codes,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
California,Medical Assistance Program,T-All-Inclusive Care Elderly,,0,0,0,0,0,0,2016,"California
(37.640735, -121.002435)"
Virginia,Administration,Resident Review,,427326,320495,,,,106831,2016,"Virginia
(37.542699, -78.45822)"
Nebraska,Medical Assistance Program,T-Nursing Facility Services - Reg. Payments,,0,0,0,0,0,0,2016,"Nebraska
(41.640503, -99.367122)"
Alabama,Medical Assistance Program,T-Drug Rebate Offset - National,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Arkansas,Medical Assistance Program,Nurse Practitioner Services,,1951837,1441422,1441424,-2,0,510415,2016,"Arkansas
(34.748745, -92.275105)"
Indiana,Administration,Eligibility Determination Staff – Cost of In-house Activities,,59519418,44639565,,,,14879853,2016,"Indiana
(39.76845, -86.156212)"
Louisiana,Administration,External Review,,1243717,814248,,,,429469,2016,"Louisiana
(31.2931, -92.463284)"
Iowa,Medical Assistance Program,"MCO PAHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Guam,Medical Assistance Program,C-Case Management,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
South Carolina,Medical Assistance Program,Mental Health Facility Services - Reg. Payments,,9036910,6423436,6423436,0,0,2613474,2016,"South Carolina
(34.009286, -81.037094)"
Northern Mariana Islands,Medical Assistance Program,C-Nursing Care Services,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Michigan,Medical Assistance Program,T-Emergency,,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
Virgin Islands,Medical Assistance Program,Outpatient Hospital Services - Sup. Payments,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Delaware,Medical Assistance Program,"Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Idaho,Medical Assistance Program,T-EPSDT Screening,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Tennessee,Administration,Preadmission Screening,,8356834,6267626,,,,2089208,2016,"Tennessee
(35.681402, -85.774444)"
New York,Administration,Balance,,1913661718,1129036951,,,,784624767,2016,"New York
(42.826892, -75.544286)"
New York,Medical Assistance Program,Inpatient Hospital - Sup. Payments,,1650196983,835954058,825098494,10855564,0,814242925,2016,"New York
(42.826892, -75.544286)"
Hawaii,Administration,Mechanized Systems - In-House,,0,0,,,,0,2016,"Hawaii
(21.30992, -157.858158)"
California,Administration,MMIS - Inhouse Activities,,11934366,10103895,,,,1830471,2016,"California
(37.640735, -121.002435)"
Oregon,Medical Assistance Program,Medicare - Part B,,144629071,93112196,93112196,0,0,51516875,2016,"Oregon
(44.567912, -120.156945)"
North Carolina,Medical Assistance Program,All-Inclusive Care Elderly,,61620373,40817335,40817335,0,0,20803038,2016,"North Carolina
(35.47995, -79.180571)"
Vermont,Medical Assistance Program,All-Inclusive Care Elderly,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Vermont,Administration,Preadmission Screening,,0,0,,,,0,2016,"Vermont
(43.622479, -72.51927)"
South Carolina,Medical Assistance Program,Emergency Hospital Services,,20207881,14363762,14363762,0,0,5844119,2016,"South Carolina
(34.009286, -81.037094)"
Kansas,Medical Assistance Program,T-Abortions,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Missouri,Medical Assistance Program,T-MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,"Missouri
(38.636168, -92.566292)"
Kansas,Administration,HIT Incentive Payments: Eligible Professionals,,2682296,2682296,,,,0,2016,"Kansas
(38.345528, -98.201847)"
North Carolina,Medical Assistance Program,T-Increased ACA OFFSET - Fee for Service,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
South Dakota,Administration,Translation and Interpretation,,0,0,,,,0,2016,"South Dakota
(44.35371, -100.373709)"
Utah,Administration,HIT: Implementation and Operation: Cost of Private Contractors,,74438,66999,,,,7439,2016,"Utah
(39.359772, -111.584173)"
New Jersey,Medical Assistance Program,T-MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Delaware,Medical Assistance Program,T-Personal Care Services - SDS 1915(j),,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Colorado,Medical Assistance Program,T-Health Home w Chronic Conditions,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
Maryland,Medical Assistance Program,Physician & Surgical Services - Reg. Payments,,119105083,75251280,75251280,0,0,43853803,2016,"Maryland
(39.290443, -76.612333)"
Massachusetts,Medical Assistance Program,Physical Therapy,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Montana,Medical Assistance Program,Diagnostic Screening & Preventive Services,,620787,405402,405402,0,0,215385,2016,"Montana
(47.062617, -109.430168)"
American Samoa,Administration,"Program Integrity/Fraud, Waste, and Abuse Activities",,0,0,,,,0,2016,American Samoa
Tennessee,Medical Assistance Program,MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
Ohio,Medical Assistance Program,C-Abortions,,0,0,0,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
Kansas,Medical Assistance Program,C-Medical Transport,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Ohio,Medical Assistance Program,Critical Access Hospitals,,-25452,-15627,-15627,0,0,-9825,2016,"Ohio
(40.056807, -82.405897)"
District of Columbia,Medical Assistance Program,C-Balance,,36318705,36318705,36318705,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Washington,Administration,TANF Secondary 90%,,0,0,,,,0,2016,"Washington
(47.517368, -120.467672)"
Nevada,Medical Assistance Program,C-Medicare Payments,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Indiana,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,70276952,70021151,70021151,0,0,255801,2016,"Indiana
(39.76845, -86.156212)"
Mississippi,Medical Assistance Program,"MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
New York,Medical Assistance Program,T-Prepaid Inpatient Health Plan,,0,0,0,0,0,0,2016,"New York
(42.826892, -75.544286)"
Michigan,Medical Assistance Program,Drug Rebate Offset - State Sidebar Agreement,,-36492986,-26747377,-26747377,0,0,-9745609,2016,"Michigan
(44.66399, -84.711206)"
Kentucky,Medical Assistance Program,Prepaid Inpatient Health Plan,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Puerto Rico,Medical Assistance Program,"MCO PIHP - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Puerto Rico
(18.215692, -66.414655)"
New Mexico,Medical Assistance Program,Intermediate Care - Private,,27680483,19490830,19490830,0,0,8189653,2016,"New Mexico
(34.520396, -106.244402)"
Virginia,Administration,Approved MMIS: Private,,20667885,15500914,,,,5166971,2016,"Virginia
(37.542699, -78.45822)"
Rhode Island,Administration,Preadmission Screening,,283611,212709,,,,70902,2016,"Rhode Island
(41.707447, -71.522488)"
Indiana,Medical Assistance Program,T-Clinic Services,,0,0,0,0,0,0,2016,"Indiana
(39.76845, -86.156212)"
District of Columbia,Medical Assistance Program,Rural Health,,0,0,0,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Delaware,Medical Assistance Program,MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Virgin Islands,Administration,HIT Incentive Payments: Eligible Professionals,,106250,106250,,,,0,2016,"Virgin Islands
(18.060868, -64.840836)"
Virgin Islands,Medical Assistance Program,T-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
South Carolina,Medical Assistance Program,Freestanding Birth Center,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Wyoming,Medical Assistance Program,C-Premiums: Over 150% - Gross Premiums Paid,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Hawaii,Administration,Operation of an Approved Medicaid Eligibility Determination Systems – Cost of In-house Activities,,16913,12685,,,,4228,2016,"Hawaii
(21.30992, -157.858158)"
Missouri,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,,0,0,0,0,0,0,2016,"Missouri
(38.636168, -92.566292)"
Kansas,Medical Assistance Program,Home & Community-Based Services - Reg. Pay. (Waiv),,54910,30354,30354,0,0,24556,2016,"Kansas
(38.345528, -98.201847)"
District of Columbia,Medical Assistance Program,Primary Care Case Management,,0,0,0,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Ohio,Medical Assistance Program,C-Premiums: Up To 150% - Gross Premiums Paid,,177948948,172130079,172130079,0,0,5818869,2016,"Ohio
(40.056807, -82.405897)"
Michigan,Medical Assistance Program,T-Mental Health Facility - DSH,,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
North Dakota,Medical Assistance Program,Balance,,1170443720,738911637,738924150,-12513,0,431532083,2016,"North Dakota
(47.475879, -100.121011)"
Kentucky,Medical Assistance Program,C-Premiums: Up To 150% - Cost Sharing Offset,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Maryland,Medical Assistance Program,Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
Vermont,Medical Assistance Program,C-Inpatient Mental Health - Reg. Payment,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Hawaii,Medical Assistance Program,T-Inpatient Hospital - DSH,,0,0,0,0,0,0,2016,"Hawaii
(21.30992, -157.858158)"
New Mexico,Administration,Mechanized Systems: Private Sector,,0,0,,,,0,2016,"New Mexico
(34.520396, -106.244402)"
Oklahoma,Medical Assistance Program,Home & Community-Based Services - Reg. Pay. (Waiv),,514911711,314161143,314161143,0,0,200750568,2016,"Oklahoma
(35.468494, -97.521264)"
Pennsylvania,Administration,Citizenship Verification Technology CHIPRA,,0,0,,,,0,2016,"Pennsylvania
(40.789676, -77.858055)"
Hawaii,Medical Assistance Program,T-120% - 134% Of Poverty,,0,0,0,0,0,0,2016,"Hawaii
(21.30992, -157.858158)"
Texas,Administration,TPL - Assignment Of Rights,,65028,32515,,,,32513,2016,"Texas
(31.827233, -99.423022)"
Tennessee,Administration,Enrollment Brokers,,0,0,,,,0,2016,"Tennessee
(35.681402, -85.774444)"
Utah,Medical Assistance Program,C-Inpatient Hospital Services - Reg. Payments,,5075487,4580470,4580470,0,0,495017,2016,"Utah
(39.359772, -111.584173)"
New York,Medical Assistance Program,Home Health Services,,186025299,93904471,95304049,0,-1399578,92120828,2016,"New York
(42.826892, -75.544286)"
Delaware,Medical Assistance Program,Dental Services,,39571872,22374316,22374316,0,0,17197556,2016,"Delaware
(39.008676, -75.574561)"
South Dakota,Medical Assistance Program,EPSDT Screening,,548826,283248,283248,0,0,265578,2016,"South Dakota
(44.35371, -100.373709)"
Massachusetts,Medical Assistance Program,MCO PIHP - Vaccine codes,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
New Mexico,Medical Assistance Program,T-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
New Mexico,Medical Assistance Program,T-Case Management - State Wide,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
South Dakota,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"South Dakota
(44.35371, -100.373709)"
Alaska,Medical Assistance Program,T-Coinsurance,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Michigan,Medical Assistance Program,Mental Health Facility - DSH,,113838183,74612664,74612664,0,0,39225519,2016,"Michigan
(44.66399, -84.711206)"
Texas,Medical Assistance Program,T-Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
Kentucky,Administration,Total Net Expenditures,,284263480,206943923,,,,77319557,2016,"Kentucky
(37.64591, -84.774043)"
Mississippi,Administration,Other Financial Participation,,60845660,30422831,,,,30422829,2016,"Mississippi
(32.738663, -89.537312)"
South Carolina,Medical Assistance Program,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Wyoming,Medical Assistance Program,T-Case Management - State Wide,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
New Jersey,Medical Assistance Program,Inpatient Hospital - Reg. Payments,,541929348,379424478,379424478,0,0,162504870,2016,"New Jersey
(40.104655, -74.386686)"
Oklahoma,Administration,MMIS - Private Sector,,1476948,1329261,,,,147687,2016,"Oklahoma
(35.468494, -97.521264)"
Tennessee,Medical Assistance Program,T-Inpatient Hospital - Sup. Payments,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
New Mexico,Medical Assistance Program,Hospice Benefits,,134359,114357,114357,0,0,20002,2016,"New Mexico
(34.520396, -106.244402)"
South Dakota,Medical Assistance Program,Rehabilitative Services (non-school-based),,7930496,4092928,4092928,0,0,3837568,2016,"South Dakota
(44.35371, -100.373709)"
